Suburb,Address,Rooms,Type,Price,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea,address,latitude,longitude,geometry,School_Name,School_Rank
Bentleigh East,45 Browns Rd,3,h,1560000.0,16/04/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"45 Browns Rd,Bentleigh East,3165,Victoria,Australia",-37.9238567,145.0557575,POINT (145.0557575 -37.9238567),Bentleigh Secondary College,45
Bentleigh East,21 Highview Rd,2,h,722000.0,16/04/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"21 Highview Rd,Bentleigh East,3165,Victoria,Australia",-37.9294533,145.0653835,POINT (145.0653835 -37.9294533),Bentleigh Secondary College,45
Bentleigh East,18 Normanby Rd,3,h,930000.0,16/04/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"18 Normanby Rd,Bentleigh East,3165,Victoria,Australia",-37.9283429,145.0679542,POINT (145.0679542 -37.9283429),Bentleigh Secondary College,45
Bentleigh East,6/48 Pasadena Cr,3,h,780000.0,16/04/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"6/48 Pasadena Cr,Bentleigh East,3165,Victoria,Australia",-37.929984000000005,145.07220139999998,POINT (145.0722014 -37.929984),Bentleigh Secondary College,45
Bentleigh East,23 York St,4,h,1035000.0,16/04/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"23 York St,Bentleigh East,3165,Victoria,Australia",-37.91933710000001,145.06844719999998,POINT (145.0684472 -37.91933710000001),Bentleigh Secondary College,45
Moorabbin,10a Narooma St,3,u,1035000.0,16/04/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"10a Narooma St,Moorabbin,3189,Victoria,Australia",-37.939123200000004,145.056283,POINT (145.056283 -37.9391232),Bentleigh Secondary College,45
Bentleigh East,30 Tambet St,4,t,1275000.0,16/06/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"30 Tambet St,Bentleigh East,3165,Victoria,Australia",-37.9180309,145.0708416,POINT (145.0708416 -37.9180309),Bentleigh Secondary College,45
Moorabbin,502/11 Central Av,2,u,550500.0,16/06/2018,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"502/11 Central Av,Moorabbin,3189,Victoria,Australia",-37.9350404,145.0381758,POINT (145.0381758 -37.9350404),Bentleigh Secondary College,45
Bentleigh,145a Jasper Rd,3,h,1100000.0,16/07/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"145a Jasper Rd,Bentleigh,3204,Victoria,Australia",-37.9300305,145.03960569999998,POINT (145.0396057 -37.9300305),Bentleigh Secondary College,45
Bentleigh East,2/34 Adrian St,3,u,720000.0,16/07/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"2/34 Adrian St,Bentleigh East,3165,Victoria,Australia",-37.9324315,145.0589336,POINT (145.0589336 -37.9324315),Bentleigh Secondary College,45
Bentleigh East,18 Dega Av,4,h,1108000.0,16/07/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"18 Dega Av,Bentleigh East,3165,Victoria,Australia",-37.9300346,145.0522669,POINT (145.0522669 -37.9300346),Bentleigh Secondary College,45
Bentleigh East,20 Elizabeth St,3,h,1185000.0,16/07/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"20 Elizabeth St,Bentleigh East,3165,Victoria,Australia",-37.9228528,145.0546566,POINT (145.0546566 -37.9228528),Bentleigh Secondary College,45
Bentleigh East,7 England St,4,h,1352000.0,16/07/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"7 England St,Bentleigh East,3165,Victoria,Australia",-37.925200399999994,145.0555506,POINT (145.0555506 -37.92520039999999),Bentleigh Secondary College,45
Bentleigh East,11b Lilac St,4,t,1005000.0,16/07/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"11b Lilac St,Bentleigh East,3165,Victoria,Australia",-37.9190318,145.0572555,POINT (145.0572555 -37.9190318),Bentleigh Secondary College,45
Bentleigh East,17 Bellevue Rd,4,h,1505000.0,16/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"17 Bellevue Rd,Bentleigh East,3165,Victoria,Australia",-37.931352200000006,145.06240780000002,POINT (145.0624078 -37.93135220000001),Bentleigh Secondary College,45
Bentleigh East,43b Brosnan Rd,3,t,1220000.0,16/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"43b Brosnan Rd,Bentleigh East,3165,Victoria,Australia",-37.932980799999996,145.0682748,POINT (145.0682748 -37.9329808),Bentleigh Secondary College,45
Bentleigh East,15 Millis Av,4,h,1250000.0,16/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"15 Millis Av,Bentleigh East,3165,Victoria,Australia",-37.929317600000005,145.0643302,POINT (145.0643302 -37.9293176),Bentleigh Secondary College,45
Bentleigh East,3b Warwick St,4,t,1250000.0,16/09/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"3b Warwick St,Bentleigh East,3165,Victoria,Australia",-37.920900700000004,145.07031669999998,POINT (145.0703167 -37.9209007),Bentleigh Secondary College,45
Moorabbin,2/10 Joan St,3,t,1011500.0,16/09/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"2/10 Joan St,Moorabbin,3189,Victoria,Australia",-37.9404666,145.0502171,POINT (145.0502171 -37.9404666),Bentleigh Secondary College,45
Murrumbeena,43A Wallace Av,3,t,1210000.0,16/09/2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,"43A Wallace Av,Murrumbeena,3163,Victoria,Australia",-37.9040814,145.0674654,POINT (145.0674654 -37.9040814),Bentleigh Secondary College,45
Bentleigh,12A Hutchinson St,3,t,1185000.0,16/12/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"12A Hutchinson St,Bentleigh,3204,Victoria,Australia",-37.9242359,145.0501949,POINT (145.0501949 -37.9242359),Bentleigh Secondary College,45
Bentleigh East,147b Bignell Rd,4,t,1389000.0,16/12/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"147b Bignell Rd,Bentleigh East,3165,Victoria,Australia",-37.9255685,145.07100280000003,POINT (145.0710028 -37.9255685),Bentleigh Secondary College,45
Bentleigh East,72 Blamey St,3,h,1220000.0,16/12/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"72 Blamey St,Bentleigh East,3165,Victoria,Australia",-37.932980799999996,145.0682748,POINT (145.0682748 -37.9329808),Bentleigh Secondary College,45
Bentleigh East,6 Margaretta St,3,h,1100000.0,16/12/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"6 Margaretta St,Bentleigh East,3165,Victoria,Australia",-37.9263407,145.0596389,POINT (145.0596389 -37.9263407),Bentleigh Secondary College,45
Bentleigh East,1 Millis Av,4,h,1420000.0,16/12/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"1 Millis Av,Bentleigh East,3165,Victoria,Australia",-37.929317600000005,145.0643302,POINT (145.0643302 -37.9293176),Bentleigh Secondary College,45
Murrumbeena,8 Wallace Av,3,h,1550000.0,16/12/2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,"8 Wallace Av,Murrumbeena,3163,Victoria,Australia",-37.9040814,145.0674654,POINT (145.0674654 -37.9040814),Bentleigh Secondary College,45
Bentleigh,14 Riddle St,3,h,1360500.0,17/02/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"14 Riddle St,Bentleigh,3204,Victoria,Australia",-37.9233745,145.0432296,POINT (145.0432296 -37.9233745),Bentleigh Secondary College,45
Bentleigh,23 Vale St,3,h,1165000.0,17/02/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"23 Vale St,Bentleigh,3204,Victoria,Australia",-37.9248925,145.04160349999998,POINT (145.0416035 -37.9248925),Bentleigh Secondary College,45
Bentleigh,5/2 Werona St,2,u,450500.0,17/02/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"5/2 Werona St,Bentleigh,3204,Victoria,Australia",-37.931067,145.0393994,POINT (145.0393994 -37.931067),Bentleigh Secondary College,45
Bentleigh East,13A Brosnan Rd,3,t,1100000.0,17/02/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"13A Brosnan Rd,Bentleigh East,3165,Victoria,Australia",-37.932980799999996,145.0682748,POINT (145.0682748 -37.9329808),Bentleigh Secondary College,45
Bentleigh East,13 Greenview Ct,3,h,1160000.0,17/02/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"13 Greenview Ct,Bentleigh East,3165,Victoria,Australia",-37.9364748,145.0742935,POINT (145.0742935 -37.9364748),Bentleigh Secondary College,45
Bentleigh East,1/731 South Rd,4,t,1010000.0,17/02/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"1/731 South Rd,Bentleigh East,3165,Victoria,Australia",-37.9378973,145.0747244,POINT (145.0747244 -37.9378973),Bentleigh Secondary College,45
Moorabbin,5 Beilby St,4,h,1050000.0,17/02/2018,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"5 Beilby St,Moorabbin,3189,Victoria,Australia",-37.9425963,145.04618059999999,POINT (145.0461806 -37.9425963),Bentleigh Secondary College,45
Murrumbeena,25/41 Murrumbeena Rd,2,u,650000.0,17/02/2018,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,"25/41 Murrumbeena Rd,Murrumbeena,3163,Victoria,Australia",-37.904926700000004,145.0621876,POINT (145.0621876 -37.9049267),Bentleigh Secondary College,45
Bentleigh,2/66 Jasper Rd,2,h,1055000.0,17/03/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"2/66 Jasper Rd,Bentleigh,3204,Victoria,Australia",-37.9300305,145.03960569999998,POINT (145.0396057 -37.9300305),Bentleigh Secondary College,45
Bentleigh,2/59 Mortimore St,3,t,1300000.0,17/03/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"2/59 Mortimore St,Bentleigh,3204,Victoria,Australia",-37.9277811,145.0445695,POINT (145.0445695 -37.9277811),Bentleigh Secondary College,45
Bentleigh,5/187 Tucker Rd,3,u,599000.0,17/03/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"5/187 Tucker Rd,Bentleigh,3204,Victoria,Australia",-37.9278408,145.04950060000002,POINT (145.0495006 -37.9278408),Bentleigh Secondary College,45
Bentleigh East,147a Bignell Rd,4,t,1395000.0,17/03/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"147a Bignell Rd,Bentleigh East,3165,Victoria,Australia",-37.9255685,145.07100280000003,POINT (145.0710028 -37.9255685),Bentleigh Secondary College,45
Bentleigh East,2/96 Castlewood St,3,t,990000.0,17/03/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"2/96 Castlewood St,Bentleigh East,3165,Victoria,Australia",-37.9158522,145.0672084,POINT (145.0672084 -37.9158522),Bentleigh Secondary College,45
Bentleigh East,3/45 Elizabeth St,2,t,915000.0,17/03/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"3/45 Elizabeth St,Bentleigh East,3165,Victoria,Australia",-37.9228528,145.0546566,POINT (145.0546566 -37.9228528),Bentleigh Secondary College,45
Bentleigh East,17 Kenjulie Dr,3,h,1125000.0,17/03/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"17 Kenjulie Dr,Bentleigh East,3165,Victoria,Australia",-37.9301299,145.0641426,POINT (145.0641426 -37.9301299),Bentleigh Secondary College,45
Bentleigh East,2 Latham St,3,h,1130000.0,17/03/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"2 Latham St,Bentleigh East,3165,Victoria,Australia",-37.913845,145.0716538,POINT (145.0716538 -37.913845),Bentleigh Secondary College,45
Bentleigh East,61 Tambet St,4,t,1336000.0,17/03/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"61 Tambet St,Bentleigh East,3165,Victoria,Australia",-37.9180309,145.0708416,POINT (145.0708416 -37.9180309),Bentleigh Secondary College,45
Bentleigh East,1/17 Warwick St,3,h,867500.0,17/03/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"1/17 Warwick St,Bentleigh East,3165,Victoria,Australia",-37.920900700000004,145.07031669999998,POINT (145.0703167 -37.9209007),Bentleigh Secondary College,45
Bentleigh East,30 Wingate St,3,h,1208000.0,17/03/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"30 Wingate St,Bentleigh East,3165,Victoria,Australia",-37.9363796,145.0688341,POINT (145.0688341 -37.9363796),Bentleigh Secondary College,45
Moorabbin,7/88 Chapel Rd,2,u,605000.0,17/03/2018,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"7/88 Chapel Rd,Moorabbin,3189,Victoria,Australia",-37.9401202,145.048146,POINT (145.048146 -37.9401202),Bentleigh Secondary College,45
Moorabbin,3 Joan St,3,h,1100000.0,17/03/2018,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"3 Joan St,Moorabbin,3189,Victoria,Australia",-37.9404666,145.0502171,POINT (145.0502171 -37.9404666),Bentleigh Secondary College,45
Bentleigh East,24 Hill St,3,h,1316000.0,17/06/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"24 Hill St,Bentleigh East,3165,Victoria,Australia",-37.9239074,145.06050249999998,POINT (145.0605025 -37.9239074),Bentleigh Secondary College,45
Bentleigh East,14 John St,3,h,1617000.0,17/06/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"14 John St,Bentleigh East,3165,Victoria,Australia",-37.91891,145.0561874,POINT (145.0561874 -37.91891),Bentleigh Secondary College,45
Bentleigh East,5D MacKie Rd,3,t,950000.0,17/06/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"5D MacKie Rd,Bentleigh East,3165,Victoria,Australia",-37.9228086,145.0730887,POINT (145.0730887 -37.9228086),Bentleigh Secondary College,45
Bentleigh East,14 York St,3,h,1228000.0,17/06/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"14 York St,Bentleigh East,3165,Victoria,Australia",-37.91933710000001,145.06844719999998,POINT (145.0684472 -37.91933710000001),Bentleigh Secondary College,45
Moorabbin,6 Bataba St,4,h,1289000.0,17/06/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"6 Bataba St,Moorabbin,3189,Victoria,Australia",-37.9366708,145.0387269,POINT (145.0387269 -37.9366708),Bentleigh Secondary College,45
Bentleigh,59b Fromer St,3,t,1275000.0,17/09/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"59b Fromer St,Bentleigh,3204,Victoria,Australia",-37.9286292,145.04450119999998,POINT (145.0445012 -37.9286292),Bentleigh Secondary College,45
Bentleigh,64 Tucker Rd,3,h,1095000.0,17/09/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"64 Tucker Rd,Bentleigh,3204,Victoria,Australia",-37.9278408,145.04950060000002,POINT (145.0495006 -37.9278408),Bentleigh Secondary College,45
Bentleigh,1/96 Tucker Rd,2,u,797500.0,17/09/2016,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"1/96 Tucker Rd,Bentleigh,3204,Victoria,Australia",-37.9278408,145.04950060000002,POINT (145.0495006 -37.9278408),Bentleigh Secondary College,45
Bentleigh East,26 Almurta Rd,3,h,1200000.0,17/09/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"26 Almurta Rd,Bentleigh East,3165,Victoria,Australia",-37.9254878,145.06610039999998,POINT (145.0661004 -37.9254878),Bentleigh Secondary College,45
Bentleigh East,29 Beddoe Av,5,h,1260000.0,17/09/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"29 Beddoe Av,Bentleigh East,3165,Victoria,Australia",-37.9188143,145.07071240000002,POINT (145.0707124 -37.9188143),Bentleigh Secondary College,45
Bentleigh East,48a Celia St,4,t,1250000.0,17/09/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"48a Celia St,Bentleigh East,3165,Victoria,Australia",-37.9324315,145.0589336,POINT (145.0589336 -37.9324315),Bentleigh Secondary College,45
Bentleigh East,8 Leo St,4,h,1110000.0,17/09/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"8 Leo St,Bentleigh East,3165,Victoria,Australia",-37.9258532,145.0622918,POINT (145.0622918 -37.9258532),Bentleigh Secondary College,45
Bentleigh East,42 Marlborough St,2,u,835000.0,17/09/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"42 Marlborough St,Bentleigh East,3165,Victoria,Australia",-37.91750510000001,145.06688380000003,POINT (145.0668838 -37.91750510000001),Bentleigh Secondary College,45
Bentleigh East,601 South Rd,3,h,900000.0,17/09/2016,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"601 South Rd,Bentleigh East,3165,Victoria,Australia",-37.9378973,145.0747244,POINT (145.0747244 -37.9378973),Bentleigh Secondary College,45
Moorabbin,2 Margaret St,4,h,1300000.0,17/09/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"2 Margaret St,Moorabbin,3189,Victoria,Australia",-37.936085,145.044719,POINT (145.044719 -37.936085),Bentleigh Secondary College,45
Moorabbin,1 Otford Cl,3,h,975000.0,17/09/2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"1 Otford Cl,Moorabbin,3189,Victoria,Australia",-37.936428799999995,145.0488769,POINT (145.0488769 -37.93642879999999),Bentleigh Secondary College,45
Murrumbeena,111/121 Murrumbeena Rd,2,u,480000.0,17/09/2016,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,"111/121 Murrumbeena Rd,Murrumbeena,3163,Victoria,Australia",-37.904926700000004,145.0621876,POINT (145.0621876 -37.9049267),Bentleigh Secondary College,45
Bentleigh,77B Fromer St,3,t,1235000.0,18/03/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"77B Fromer St,Bentleigh,3204,Victoria,Australia",-37.9286292,145.04450119999998,POINT (145.0445012 -37.9286292),Bentleigh Secondary College,45
Bentleigh East,2/11 Francesco St,3,t,1030000.0,18/03/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"2/11 Francesco St,Bentleigh East,3165,Victoria,Australia",-37.91891,145.0561874,POINT (145.0561874 -37.91891),Bentleigh Secondary College,45
Bentleigh East,2/40 Francesco St,3,t,970000.0,18/03/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"2/40 Francesco St,Bentleigh East,3165,Victoria,Australia",-37.91891,145.0561874,POINT (145.0561874 -37.91891),Bentleigh Secondary College,45
Bentleigh East,16 Greenview Ct,3,h,930000.0,18/03/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"16 Greenview Ct,Bentleigh East,3165,Victoria,Australia",-37.936682899999994,145.074855,POINT (145.074855 -37.93668289999999),Bentleigh Secondary College,45
Bentleigh East,5 Malane St,4,h,1510000.0,18/03/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"5 Malane St,Bentleigh East,3165,Victoria,Australia",-37.9185714,145.0548275,POINT (145.0548275 -37.9185714),Bentleigh Secondary College,45
Bentleigh East,2/1 Mervin St,3,t,1240000.0,18/03/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"2/1 Mervin St,Bentleigh East,3165,Victoria,Australia",-37.930308700000005,145.0545965,POINT (145.0545965 -37.9303087),Bentleigh Secondary College,45
Bentleigh East,27 Parkmore Rd,4,h,1310000.0,18/03/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"27 Parkmore Rd,Bentleigh East,3165,Victoria,Australia",-37.9154974,145.0712813,POINT (145.0712813 -37.9154974),Bentleigh Secondary College,45
Bentleigh East,24 Pasadena Cr,4,h,1270000.0,18/03/2017,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,"24 Pasadena Cr,Bentleigh East,3165,Victoria,Australia",-37.929984000000005,145.07220139999998,POINT (145.0722014 -37.929984),Bentleigh Secondary College,45
Carnegie,35 Hunter St,3,h,1287000.0,18/03/2017,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,"35 Hunter St,Carnegie,3163,Victoria,Australia",-37.903725,145.05785219999999,POINT (145.0578522 -37.903725),Bentleigh Secondary College,45
Moorabbin,23 Franklin St,4,h,1070000.0,18/03/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council,"23 Franklin St,Moorabbin,3189,Victoria,Australia",-37.9384131,145.0535497,POINT (145.0535497 -37.9384131),Bentleigh Secondary College,45
Murrumbeena,4/167 Murrumbeena Rd,1,u,331000.0,18/03/2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,"4/167 Murrumbeena Rd,Murrumbeena,3163,Victoria,Australia",-37.904926700000004,145.0621876,POINT (145.0621876 -37.9049267),Bentleigh Secondary College,45
