,Company,Location,Salary,Job Title,Summary
2333,Evolution Recruitment Solutions,Eveleigh NSW,"$130,000 a year",Senior Frontend Developer,"You'll be working alongside other talented Software Engineers, Data Scientists, DevOps Engineers and Product People to build a product reached by millions of…"
2334,Talenza,Sydney NSW,,Technical Product Manager,"This fast growing Tech start up are making waves in the industry- You'll be joining a a group of talented Data Scientist, Engineers, Designers and Health…"
2335,Hyre Pty Ltd,Sydney NSW,,Support Lead - Up to $100K Package - Leading IoT Agritech.,"With the rapid advancements of modern technology, this company is blending IoT, machine learning neural nets, big data analytics and years of hands-on…"
2336,Mint Talent,Sydney NSW,,Senior Marketing Manager/Director at fast-growing Environmen...,"Built out and lead a marketing team and work with the entire team spanning from data scientists, engineers, sales and the founder and leadership team."
2337,Succession Recruitment Pty Ltd,Sydney NSW,,Senior Investments Analyst | Research Firm | Fixed Income fo...,"Proven Quantitative Research skills and experience manipulating and analyzing data. Our client has a proud record of analysis and advice, backed by depth of…"
2338,inDmand,Sydney NSW,,"Senior Analyst x2 (Actuarial/Pricing) with Machine Learning,...","Machine Learning techniques, AI, Data Science/Big Data approaches) in order to innovate from a Pricing perspective and deliver a competitive advantage to the…"
2339,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
2340,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
2341,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
2342,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
2343,Avenir Consulting,Sydney NSW,,FUND MANAGER Disruptive Technologies Research Analyst,Or in a related a Data or Product discipline. Strong financial & analytical skills to critically dissect data and develop detailed financial models to produce…
2344,MCS Consulting,Sydney NSW,,Senior Software Engineer – Embedded – Machine Learning,Product development using that research. See your research turn into real commercial products. The product research and development team of a prominent…
2345,Onset,Sydney NSW,,Full Stack Engineer,"As a Full Stack Developer, you'll be applying the best engineering practices across the business, collaborating with data scientists and lead developers to…"
2346,Macquarie Group Limited,Sydney NSW,,"Senior Manager, Balance Sheet and Statistical Reporting - Gr...","You will have knowledge of controls and managing risk associated with balance sheet and statistical reporting and engage and consult with the data team,…"
2347,Evolution Recruitment Solutions,Eveleigh NSW,"$130,000 a year",Senior Frontend Developer,"You'll be working alongside other talented Software Engineers, Data Scientists, DevOps Engineers and Product People to build a product reached by millions of…"
2348,Talenza,Sydney NSW,,Technical Product Manager,"This fast growing Tech start up are making waves in the industry- You'll be joining a a group of talented Data Scientist, Engineers, Designers and Health…"
2349,Hyre Pty Ltd,Sydney NSW,,Support Lead - Up to $100K Package - Leading IoT Agritech.,"With the rapid advancements of modern technology, this company is blending IoT, machine learning neural nets, big data analytics and years of hands-on…"
2350,Mint Talent,Sydney NSW,,Senior Marketing Manager/Director at fast-growing Environmen...,"Built out and lead a marketing team and work with the entire team spanning from data scientists, engineers, sales and the founder and leadership team."
2351,Succession Recruitment Pty Ltd,Sydney NSW,,Senior Investments Analyst | Research Firm | Fixed Income fo...,"Proven Quantitative Research skills and experience manipulating and analyzing data. Our client has a proud record of analysis and advice, backed by depth of…"
2352,inDmand,Sydney NSW,,"Senior Analyst x2 (Actuarial/Pricing) with Machine Learning,...","Machine Learning techniques, AI, Data Science/Big Data approaches) in order to innovate from a Pricing perspective and deliver a competitive advantage to the…"
2353,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
2354,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
2355,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
2356,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
2357,Avenir Consulting,Sydney NSW,,FUND MANAGER Disruptive Technologies Research Analyst,Or in a related a Data or Product discipline. Strong financial & analytical skills to critically dissect data and develop detailed financial models to produce…
2358,MCS Consulting,Sydney NSW,,Senior Software Engineer – Embedded – Machine Learning,Product development using that research. See your research turn into real commercial products. The product research and development team of a prominent…
2359,Onset,Sydney NSW,,Full Stack Engineer,"As a Full Stack Developer, you'll be applying the best engineering practices across the business, collaborating with data scientists and lead developers to…"
2360,Macquarie Group Limited,Sydney NSW,,"Senior Manager, Balance Sheet and Statistical Reporting - Gr...","You will have knowledge of controls and managing risk associated with balance sheet and statistical reporting and engage and consult with the data team,…"
2361,Evolution Recruitment Solutions,Eveleigh NSW,"$130,000 a year",Senior Frontend Developer,"You'll be working alongside other talented Software Engineers, Data Scientists, DevOps Engineers and Product People to build a product reached by millions of…"
2362,Talenza,Sydney NSW,,Technical Product Manager,"This fast growing Tech start up are making waves in the industry- You'll be joining a a group of talented Data Scientist, Engineers, Designers and Health…"
2363,Hyre Pty Ltd,Sydney NSW,,Support Lead - Up to $100K Package - Leading IoT Agritech.,"With the rapid advancements of modern technology, this company is blending IoT, machine learning neural nets, big data analytics and years of hands-on…"
2364,Mint Talent,Sydney NSW,,Senior Marketing Manager/Director at fast-growing Environmen...,"Built out and lead a marketing team and work with the entire team spanning from data scientists, engineers, sales and the founder and leadership team."
2365,Succession Recruitment Pty Ltd,Sydney NSW,,Senior Investments Analyst | Research Firm | Fixed Income fo...,"Proven Quantitative Research skills and experience manipulating and analyzing data. Our client has a proud record of analysis and advice, backed by depth of…"
