,Company,Location,Salary,Job Title,Summary
3001,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
3002,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
3003,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…"
3004,Charter Bridge Consulting,Sydney NSW,,JDE Finance Analyst,"We require an experienced JDE Finance Analyst with at least 4 years JD Edwards Finance systems experience, a strong Accounting / Systems Accountant background,…"
3005,Leisure,Queensland,,Developer,"Construct a component that utilises data from an external source (e.g. Empathy for the customer experience, as well as data analysis, should inform all decision…"
3006,Adaps,Melbourne VIC,,IT Senior Business Analyst (Data),"A new Data Strategy Program. Minimum 7 years Business Analyst experience mandatory. Experience in data strategy preferred, not essential."
3007,Pet Circle,Sydney NSW,"$70,000 - $100,000 a year",Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…
3008,Michael Page,Sydney NSW,,CRM Data Analyst,"Provide data metrics to both internal and external stakeholders; Hands on experience such as SQL data extraction, running campaigns, driving projects."
3009,ME Bank,Melbourne VIC,,Senior Portfolio Funding Analyst,"Popular culture – that’s not a claim, we’ve got the data to prove it. What that means is we are now on the hunt for a Senior Analyst to bring their wealth of…"
3010,Michael Page,Melbourne VIC,,Data Scientist - Utilities Retail,Experience working with Data Engineers and Analysts. Mid size organisation looking to expand their Data capacity.
3011,Michael Page,Melbourne VIC,$500 - $650 a day,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…"
3012,HAYS,Canberra ACT,,System Analyst,Previous experience in data modelling. System Analyst opportunity in a Federal Department to work with and develop exciting new systems.
3013,City Brasil,Sydney NSW,,PMO,"Collects, measures, and analyzes project performance data. Applies professional judgment when interpreting data and results. Tel Aviv, Tel Aviv District."
3014,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
3015,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
3016,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
3017,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…"
3018,Ignite,Canberra ACT,$80 - $120 an hour,Data Analyst,"Strong R skills for data exploration purposes, including data cleansing, data integration, data normalization, data visualization and analysis and data…"
3019,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
3020,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
3021,Adaps,Melbourne VIC,,IT Senior Business Analyst (Data),"A new Data Strategy Program. Minimum 7 years Business Analyst experience mandatory. Experience in data strategy preferred, not essential."
3022,Pet Circle,Sydney NSW,"$70,000 - $100,000 a year",Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…
3023,Michael Page,Sydney NSW,,CRM Data Analyst,"Provide data metrics to both internal and external stakeholders; Hands on experience such as SQL data extraction, running campaigns, driving projects."
3024,ME Bank,Melbourne VIC,,Senior Portfolio Funding Analyst,"Popular culture – that’s not a claim, we’ve got the data to prove it. What that means is we are now on the hunt for a Senior Analyst to bring their wealth of…"
3025,Michael Page,Melbourne VIC,,Data Scientist - Utilities Retail,Experience working with Data Engineers and Analysts. Mid size organisation looking to expand their Data capacity.
3026,Michael Page,Melbourne VIC,$500 - $650 a day,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…"
3027,HAYS,Canberra ACT,,System Analyst,Previous experience in data modelling. System Analyst opportunity in a Federal Department to work with and develop exciting new systems.
3028,City Brasil,Sydney NSW,,PMO,"Collects, measures, and analyzes project performance data. Applies professional judgment when interpreting data and results. Tel Aviv, Tel Aviv District."
3029,Wolters Kluwer,Macquarie Park NSW,,Market Research Analyst,"AUS-Macquarie Park-Talavera RoadMarket Research Analyst. Strong analytical skills, including the ability to process large amounts of data into actionable…"
3030,Bluefin Resources,Melbourne VIC,"$110,000 - $130,000 a year",Reporting Analyst,"Extract data from various sources. Perform data cleaning and validation. Reporting into the Analytics Manager, you will be responsible for building reporting…"
3031,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
3032,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
3033,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
3034,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…"
3035,Charter Bridge Consulting,Sydney NSW,,JDE Finance Analyst,"We require an experienced JDE Finance Analyst with at least 4 years JD Edwards Finance systems experience, a strong Accounting / Systems Accountant background,…"
3036,Leisure,Queensland,,Developer,"Construct a component that utilises data from an external source (e.g. Empathy for the customer experience, as well as data analysis, should inform all decision…"
3037,Adaps,Melbourne VIC,,IT Senior Business Analyst (Data),"A new Data Strategy Program. Minimum 7 years Business Analyst experience mandatory. Experience in data strategy preferred, not essential."
3038,Pet Circle,Sydney NSW,"$70,000 - $100,000 a year",Customer Insights Analyst,Working closely with key internal leaders to implement a customer data roadmap that standardizes and optimizes data quality and leverages new digital data…
3039,Michael Page,Sydney NSW,,CRM Data Analyst,"Provide data metrics to both internal and external stakeholders; Hands on experience such as SQL data extraction, running campaigns, driving projects."
3040,ME Bank,Melbourne VIC,,Senior Portfolio Funding Analyst,"Popular culture – that’s not a claim, we’ve got the data to prove it. What that means is we are now on the hunt for a Senior Analyst to bring their wealth of…"
3041,Michael Page,Melbourne VIC,,Data Scientist - Utilities Retail,Experience working with Data Engineers and Analysts. Mid size organisation looking to expand their Data capacity.
3042,Michael Page,Melbourne VIC,$500 - $650 a day,Business Analyst,"Minimum 2 years of experience as a Business Analyst. Head offices in the CBD, this client is predominantly focused on business-to-business automotive, data…"
